text,product
"​ @BolsaStart  Qual é melhor, investir em Etfs e Criptomoedas pela própria Nomad ou Binance ou comprar na corretora??? Genial, Btg, Inter, Toro? Quais são as taxas???",Investimentos no Exterior
"pergunta, eu já invisto em outra plataforma lá no exterior, é possível trocar para a nomad e levar todos meus investimentos?",Investimentos no Exterior
Se eu deixar meu dinheiro parado nessa conta fica descontando alguma taxa?,Conta Internacional
"Dulvida, ela cobra taxa de funcionamento? Se eu não movimentar por vários meses ele cobra?",Conta Internacional
Ficou ruim porque agora só pode investir de 300 reais para cima então partiu banco inter,Investimentos no Exterior
Como usar o App da Nomad para investir? Como transferir o dinheiro da conta para a conta investimento?,Investimentos no Exterior
"Chip na nomad usei em maio, espanha, Luxemburgo,  França,  Alemanha,  Bélgica. Muito bom , so nao funcionou muito bem no local onde me hospedei em Crans Montana na suica.",Conta Internacional
Usei o chip da Nomad na Argentina e foi perfeito !,Conta Internacional
"Banco inter me roubou Nomad o mínimo é 300$, sem chance Avenue não me parece muito atraente Não sei mais onde investir no exterior... Por favor, faz um vídeo falando da C6, as taxas parecem bem atraentes.",Investimentos no Exterior
"Esse cartão explorer não passa de propaganda enganosa. Investi $5000 em bonds e esperei quase 3 meses pela notória análise de crédito, que deve estar sendo feita de forma manual por algum estagiário com déficit de atenção. A resposta é sempre a mesma, padronizada e totalmente genérica, de que você ainda está na lista de espera, provavelmente para sempre. O cartão explorer é apenas uma estratégia enganosa da fintech para atrair investimentos. Em razão da total falta de respeito da nomad, resgatei antecipadamente os bonds e transferi os valores de volta para o Brasil, onde finalmente abri com a XP  uma conta internacional. O Visa Infinite XP foi deferido na hora e com limite vinculado ao total investido, sendo também 4 acessos no DragonPass a partir de R$50k investidos. Outro nível de atendimento o da XP. A nomad nunca mais.",Investimentos no Exterior
"Utilizei o chip da Nomad no México em Novembro 2024 e na Suíça em Junho 2025 e foi muito tranquilo, com navegação rápida e estável .",Conta Internacional
Fizemos o uso do chip na Argentina e também achamos bem ruim o sinal da internet.,Conta Internacional
"Já usei o chip da Nomad nos EUA, é horrível.",Conta Internacional
Pela taca do spread o banco Inter parece mais interessante.,Investimentos no Exterior
"Leo já consegui o cartão de debito nomad, como faço pra ter o de credito ?",Conta Internacional
"Estou guardando dinheiro prá viajar daqui 1 ano. Quero investir nesse tempo. Como eu uso esse dinheiro depois, já que  posso investir meu saldo em dólar, mas não posso retornar o investimento prá conta normal?",Investimentos no Exterior
"Galera, pra quem é pobre tipo ganha menos de 10k por mês e investe pouco , nem rola , melhor achar opções no Brasil enquanto o governo não raspa o resto do resto do resto",Investimentos no Exterior
Só acho q 300$ no padrão Brasil acho o mínimo 300$ alto mais e top corretagem 0 já q na avenue e 2.50$ fora spreed de 2% IOF quebra a perna da gente,Investimentos no Exterior
Boa noite Leo! A Nomad está se transformando em uma corretora. Estou preocupado com isso pois sou investidor pequeno e iniciante. Com o que devo atentar com essa mudança??? Os formularios com informações sobre  as mudanças são muito complexos e não ajudam. Pode me ajudar com o que devo atentar nesta mudança???? Obrigado!!,Investimentos no Exterior
"Tenho 6k de Dólares no Nomad, mas não tem idea o que fazer 😮",Investimentos no Exterior
Boa noite gostaria de uma simples duvida voce acha melhor o nubank ou nomade pois moro no japao e presciso sacar os dois sao possiveis e se for qual a su sugestao,Conta Internacional
"Mudou a forma de depositar Real  na Nomad?  ou Seja, ao acessar o app, tinha uma nota dizendo que agora deveria mandar dinheiro para um número de pix, que eu desconheço. Me ajuda a entender?",Conta Internacional
"Eu cometi esse erro ao comprar esse fundo sem saber que era dessa forma. Então, vendi tudo e comprei as Reits.",Investimentos no Exterior
"Leo, eu quero vender todas as minhas ações e FIIs no Brasil e investir na Nomad. Estou inseguro com a política econômica deste desgoverno. O que você me aconselha.",Investimentos no Exterior
Usei o chip da nômad na Europa esse ano e foi excelente,Conta Internacional
"Eu acho que no inter internacional, a taxa é menor!!!",Investimentos no Exterior
"AVENUE está me cobrando 2,50% de spread, maior que o indicado na tabela",Investimentos no Exterior
"Cartão de crédito. Chegou e-mail de liberação do cartão de crédito, mas no aplicativo está em lista de espera. Qual motivo (?)",Conta Internacional
"Entendo sua preocupação. A sua preocupação é a minha também!! Mas eu pensei bastante e cheguei a conclusão que proteger parte do seu patrimônio em dólar é uma boa ideia, sim. Mas talvez não seja o melhor vender tudo no Brasil de uma vez. A diversificação  tanto aqui, quanto lá fora, pode te dar mais equilíbrio e segurança. Se for usar a Nomad, pode ser um bom começo, mas é importante ver se ela atende tudo que você precisa em termos de investimentos. E lembra de ver como vai funcionar a parte fiscal também.",Investimentos no Exterior
Porque eles dão o cartão pra alguns. É bem difícil pegar o cartão de crédito deles. O de débito é fácil.,Conta Internacional
Eu quero comprar dólar na Nomad e depois resgatar na própria conta e enviar pro meu banco aqui no Brasil . Irei poder fazer isso ?,Conta Internacional
Como eu faço para investir na corretora  nomadi,Investimentos no Exterior
Alguém usou nomad no Chile para compartilhar experiência? Obrigada,Conta Internacional
Utilizei o chip da Nomad em viagem ao Perú e funcionou perfeitamente! recomendo.,Conta Internacional
"Tenho dinheiro  para investir, porém não investi, gostaria de saber como faço pra converter e trazer de volta pro meu banco?",Investimentos no Exterior
Nesta atual data vc postou um video dizando nomad n eh corretora. Vc sabe o q diz ?,Investimentos no Exterior
Melhor investi no banco inter em dolar ou na corretora nomad?!,Investimentos no Exterior
Sendo um cidadão paraguayo ........posso abrir/ter uma conta na Nomad ???  Estaria evitando toda essa cobrança de IOF E OUTROS IMPOSTOS ...... poderia confirmar/explanar isso ??,Conta Internacional
"Ferrou o micro invertidor como eu! Aumeutou o limite da conta investimento que antes era 50,00 pra 300,00.  👏👏👏",Investimentos no Exterior
"Depois que a nomad mudou o valor minimo de conversão de 50 pra 300, se tornou inviável pra mim que aporto com pouco",Investimentos no Exterior
Eu utilizei o chip da Nomad na França por 15 dias e não tive nenhum contratempo funcionou bem.,Conta Internacional
"Oi Leo,  quanto as taxas e spread, investir na nomad é o mesmo que investir no Inter a partir de julho quando o INTER trabalhara com a  DriveWealth  ?",Investimentos no Exterior
Grande merda este Nomad. Cartāo de credito que somente se pode usar no Brazil. E sede em New York. Irei procurar abrir uma conta fora do Brasil onde os Governos nāo Sāo tāo Ladrões Corruptos,Conta Internacional
"Muito bom. Mas falta um vídeo dedicado a investimentos, inclusive comparando taxas e impostos com operações através de outras instituições e qual investimento em renda fixa e variável mais indicado para iniciantes.",Investimentos no Exterior
A NOMAD mudou para Apex isso tem alguma diferença que o investidor possa se preocupar. Obrigado o vídeo foi muito esclarecedor.,Investimentos no Exterior
"7:30, Dinheiro depositado para conta de investimentos não pode ser transferido para conta banking. Mas o inverso sim ⚠️ [só que pagando IOF de 1,1% - cuidado, sempre transfira do Brasil direto para conta de investimento, pagando 0,38%]",Investimentos no Exterior
"Infelizmente esse vídeo já ficou defasado, o IOF mudou e e a Nomad virou uma corretora de fato (tem diferença), pode fazer um vídeo sobre essas mudanças pra complementar esse por favor",Investimentos no Exterior
"ótimas informações, só usei o cartão virtual, no exterior , muito prática e funcional",Conta Internacional
"O relatório de IR vc falou que é para declaração Aqui no Brasil , legal Porém nós EUA possui impostos do tipo as DARF aqui do Brasil , a Nomad ajuda nisso também para não ficar com pendência nós EUA ?????",Investimentos no Exterior
"Prezado, recebi uma notificação da Nomad informando que a custódia da conta investimento será transferida da DriveWealth para a Apex. Pesquisando um pouco, se eu entendi direito, a custódia já era compartilhada antes, e ambas são membros da FINRA. Você poderia trazer pra gente qual o impacto dessa alteração? Se haverá mais riscos, custos de operação, etc?",Investimentos no Exterior
"Boa análise, Léo! Eu tenho conta na Avenue e na Nomad. A Avenue tem uma ótima estrutura e várias vantagens, sendo imbatível como corretora de valores, mas pisou na bola ao tirar a gratuidade de 3 corretagens por mês para qualquer cliente, fora que cobrar US$2,50 por corretagem fica salgado, por isso imagino que perdeu muitos clientes. Já a Nomad vem melhorando, virando uma corretora de fato, mas assim como a Avenue, ainda falta aceitar câmbio direto de reais para euros, para uso com o cartão de débito na Europa. Nesse sentido específico (cartão de débito multimoedas), e também nas taxas de câmbio, quem ganha de lavada é a Wise. Por isso sigo usando a Avenue como corretora e a Wise para ter moedas internacionais no cartão de débito para uso em viagens.  Mas aí vem o governo e rouba todo mundo com o aumento absurdo do IOF...",Conta Internacional
Usei o chip da Nomad em viagem nos EUA e a internet ficava limitada após o uso diário de 1G. Recomendo usar um plano de operadora Vivo ou Claro quando for viajar pra fora,Conta Internacional
Muito bem explicado. Só reforçando que essas taxas de IOF aumentaram agora recente. =(,Investimentos no Exterior
A nomad te T.O.D ? Transfer on death? Se nao tiver e o investidor falecer a família precisa contratar um advogado no exterior para abrir o inventario e resgatar os investimentos....😢,Investimentos no Exterior
A mudança está sendo feita sem transparência para o investidor além de pressão ameaçando cancelar a conta investimento caso não concorde com a mudança.,Investimentos no Exterior
"Você pode utilizar normalmente a NOMAD na Europa. O cartão faz a conversão automática e a taxa é irrisória. Algo por volta de 0,03 a 0,05 cents. Quando tenho viagem programada fico aportando em renda fixa na NOMAD e aproveitando as baixas do dólar. Quando chega próximo a viagem eu vendo e transfiro para conta global para utilizar o cartão. Fica mais em conta que a Wise.   Já a Avenue como corretora possui ótimo atendimento e ótima estrutura de aplicativo, mas os custos de corretagem me fizeram abandoná-la . Já a conta global dela não é tão atrativa para utilizar, quando se utiliza fora dos eua tem acréscimo de 2,5% nas compras fora dos eua",Conta Internacional
"Boa dica, eu não sabia dessa conversão da Nomad para euros. Vou experimentar, valeu!",Conta Internacional
Quem tem conta individual na Avenue pode ativar a opção TOD (Transfer on Death); onde escolhe os beneficiários para fins sucessórios; assim após a morte do titular não precisa ir trás advogados para realizar o inventario no exterior....  O Inter (Global) não tem essa opção nem a conta conjunta. A Nomad  tem TOD apenas para contas investimentos. Só solicitar o envio do formulário TOD pelos canais de atendimento sem custo... Mais um ponto para Nomad 😍,Investimentos no Exterior
Leo Usei o chip da nomad no chile Lá funcionou bem😅,Conta Internacional
"A taxa de conversão não eh das melhores. Prefiro o C6 Bank, cobram a metade.",Conta Internacional
A Nomad faz custódia remunerada?,Investimentos no Exterior
"Bom dia, Léo! Vídeo excelente! Sem dúvida o mais completo sobre a nomad! Eu fiz a transferência de custódia da Avenue para a Nomad justamente pela gratuidade das operações. A Avenue passou a cobrar $2,50 por operação, e para investidor pequeno ficou bem pesado. Daí migrei para a nomad e estou adorando! Sou nível 3 😊 muito satisfeita! Claro q eles podem melhorar nos gráficos e análise fundamentalista dos ativos, mas acho q estão seguindo um bom rumo nesse sentido! Obrigada!!!!!!!",Investimentos no Exterior
"E possível fazer a portabilidade da Avenue para a Nomad, e se a Nomad tem taxa de inatividade??",Investimentos no Exterior
"a nomad aumento para 300 reais o valor minimo para investimentos antes era 50, to fora nao aporto mais nela",Investimentos no Exterior
"Olá! Quero sair da Avenue por causa das taxas de corretagem, qual vc acha melhor... Nomade ou Inter?",Investimentos no Exterior
"A partir do dia 23 05 2025 o governo do Brasil aumentou as tarifas em:  # Compra de moeda: 1,10% foi para 3,5%; # Fazer investimento: 0,38% foi para 1,10%.",Investimentos no Exterior
"Dólar 5,69 na Nomad, mas para comprar fica em R$ 6,00...minha cara de palhaço com essas taxas.",Conta Internacional
"Dei uma olhada nos termos e se você não movimentar a conta de investimentos por um ano, ai sim 30 dias antes deles te taxarem eles te enviam um aviso, e depois quando fechar o prazo de um ano eles começam a taxar",Investimentos no Exterior
"Mais a corretagem Investimos 1.10%+2,0% 😢 mudou",Investimentos no Exterior
Voltou ao normal com a derrubada do decreto pelo congresso pessoal,Investimentos no Exterior
"Usei o chip Nomad duas vezes... Na França e na Florida... excelente, funcionou perfeitamente... A primeira ativação foi ""de grátis""... A segunda foi paga, mas muito mais barato que qq outro chip disponível no BR... detalhe: só eSim... não tem chip físico...",Conta Internacional
"Eu migrei da Avenue para Nomad devido às mudanças na corretagem, por isso, acho que fica um alerta para as pessoas que fizeram ou estão pensando em fazer o mesmo. Primeiramente, a Nomad é boa, mas a usabilidade da plataforma da Avenue é sem dúvida melhor. Outro ponto ficou no custo de aquisição. Os valores de aquisição ficam incorretos no momento da migração, mas consegui enviar meus valores para a corretora e corrigir, contudo, não sei por que, a rentabilidade mostrada no app não foi corrigida. Por exemplo, eu tenho lucro em IVV, mas no app aparece um prejuízo contábil. Outro fator é que não sei como está o custo de aquisição em reais, para fins de apuração de lucros ou prejuízos. Nesse ponto a Nomad está falhando bastante. Já entrei em contato com eles para verificar o que precisa ser feito e o suporte tem sido ruim, dando a impressão de que eles não sabem lidar com isso (o que fazer). Como tenho uma planilha que controla razoavelmente bem todas as movimentações, não me preocupa tanto, mas fica um ponto de atenção para quem pensa em migrar. O suporte da Nomad foi muito bom no processo de migração, mas não tem sido muito bom nessas correções de detalhes.",Investimentos no Exterior
Casona Nomad venha a quebra como fica os investimentos em dólares?,Investimentos no Exterior
"Leo, boa noite. Eu tenho conta no C6 e o spread do C6 nesta tabela mostrada por você está abaixo do mínimo da Nomad, mas é notório que o C6 é pouco citado como corretora. Você poderia explicar essa situação?",Investimentos no Exterior
“Amigo que foi pra Itália e usou Internet nomad e estava bem ruim” = Matheus Kise,Conta Internacional
A dúvida é   Qual é melhor investir pela nubank por meio das Adr ou investir pela nomad pagando 5% em toda conversão para dolar,Investimentos no Exterior
Usei o chip da Nomad em Barcelona e funcionou perfeitamente.,Conta Internacional
"Muito bom o vídeo. Eu tive um problema com o Inter, que vendeu uma ação minha sem meu consentimento, e desde então estou buscando uma outra corretora para investimento internacional. Eu estava mais apegada a spread e taxas, mas agora tô presente mais por transparência de informação e atendimento ao cliente. Seria legal um vídeo de corretoras sob essa ótica 😊.",Investimentos no Exterior
"Alguém pode me esclarecer, dois meses atrás consegui fazer aporte de 100 reais, esse mês fui tentar e não consigo pq fala que o valor mínimo é 300 reais 😮",Investimentos no Exterior
"Eu uso a Nomad, mas depois que eles mudaram de 50 reais para 300 reais o valor mínimo para a conta investimento, estou pensando em mudar de corretora.",Investimentos no Exterior
Achei ruim a mudança para envio de dinheiro com valor minimo de R$300 para investimentos.,Investimentos no Exterior
"Muito bom o vídeo, parabéns! Uso a Nomad há cerca de dois anos e estou bastante satisfeito. Em relação ao chip, que pra mim foi gratuito, funcionou bem nos primeiros dias, mas depois de uma semana, a velocidade caiu a menos de 1Mb, por isso eu não o compraria, mas como foi gratuito… Destaco como uma grande vantagem da Nomad a não cobrança de taxas nas operações de compra e venda de ativos.",Investimentos no Exterior
Aumentaram o valor mínimo,Investimentos no Exterior
Exatamente eu estava pensando quando eu ressorvi  abrir pela Nomad mas  fiquei triste com esse noticiário,Investimentos no Exterior
"Excelente video Leo, valeu mesmo!!! Creio que houve uma alteração nas taxas: Pra conta corrente ta 3,5% e pra conta investimento 1,1% 😣",Investimentos no Exterior
"Leo, faltou algo bem importante sobre a conta de investimento da NOMAD, ela não trabalha com ordem do tipo STOP LOSS, o que é INACEITÁVEL para mercado de ações. Outra coisa MEGA IMPORTANTE é que ela não permite que você adicione beneficiários para receber os recursos em caso de falecimento (POD/DOD). Para uma corretora que veio com especialidade de investimento no exterior isso ficou MUITO a desejar.",Investimentos no Exterior
"Fiz uma simulação de conversão de real para dólar entre Nomad e Inter, a Inter tem taxa melhor consideravelmente.",Conta Internacional
o problema da nomad e da avenue é que o dinheiro so pode sair na mesma conta de onde saiu,Investimentos no Exterior
"o video ta otimo, mas agora vai ter que fazer outro depois do aumento do IOF, se ainda vale a pena",Investimentos no Exterior
Eu uso o nomad só invisto por lá em doleta,Investimentos no Exterior
"Usei o chip na Suíça, e foi perfeito…",Conta Internacional
"Esqueceu de falar que a corretagem é zero, avenue tem corretagem",Investimentos no Exterior
"Conta Global do Inter você já começa com 0,99% de spread, cartão de debito grátis com pelo menos U$20 na conta, já na Nomad, você precisa estar no no nivel 5 (com 20.000 pontos)  pra conseguir 1% de spread e cartão grátis somente se tiver mais de U$ 1000 na conta, fora isso paga U$20 pela emissão do cartão. Ou seja Banco Inter é muito mais acessível na minha opinião do que a da Nomad.",Conta Internacional
"Fala Leo, beleza? Muito bom o conteúdo, só gostaria de a acrescentar uma informação. Eu uso a Nomad e também tenho o cartão de crédito, com os pontos que o cartão me retorna eu SEMPRE zero o spread de remessas para minha conta investimento. Fica a dica.",Conta Internacional
"Por favor, se eu for viajar daqui a um ano, é possível eu fazer um investimento que renda até antes da viagem e depois usar este dinheiro no cartão de débito? Obrigado",Investimentos no Exterior
"Hoje, a Nomad está com a pior cotação de todas. Se não mudarem isso irei trocar, inclusive como conta global para viagens.",Conta Internacional
"Pode sim! Eu viajo todo ano e faço assim mesmo, investindo num ativo de baixa volatilidade e grande liquidez, como o ETF SGOV, por exemplo, que paga rendimentos mensais.",Investimentos no Exterior
O ponto negativo da Nomsd é a plataforma de investimentos. Sem gráficos intuitivos e programações de stops.😮,Investimentos no Exterior
"Também sou cliente nomad desde 2022, só que estou com problema pois comprei dolares e não cumpriram com o prazo… e pelo jeito não sou a unica… várias reclamações no instagram, no ‘reclame aqui’, um show de horrores… estão com muitos atrasos, instabilidade, e suporte péssimo. Várias pessoas passando perregue nas viagens. Se atentem!!",Conta Internacional
14:10 - Utilizei o chip da Nomad em Nova York e funcionou perfeitamente. Não falhou em nenhum momento.,Conta Internacional
"Galera, não sei se perdi essa informação no vídeo. Comprei dólar na Nomad. Paguei em euro na europa. Entendi que nessa transação tem o câmbio feito automaticamente no momento do pagamento. Quais são as taxas nesse momento do câmbio nessa compra? Tem iof também?",Conta Internacional
"Parabens, excelente analise.  Tenho conta na Nomad e Avenue, a Nomad é bem melhor, principalmente pela corretagem zero.",Investimentos no Exterior
"Faz câmbio via iof de investimento e aplica em etf de renda fixa, 3 dias resgata e joga pra conta corrente",Investimentos no Exterior
"Leo, eu tenho conta na Nomad, mas pelas taxas de câmbio para o  banco inter global estão melhores para quem está começando. E possível investir na bolsa americana por 2 corretoras, se não investir nos mesmos tickers?",Investimentos no Exterior
"Apesar da Avenue ter a menor taxa de Spread Cambial para investidor de grande porte, 0,50%, está corretora cobra taxa de corretagem. A Nomad deveria chegar na taxa de 0,50% para investidores que chegarem no último nível de investimento para ser competitivo. 1% todas as Corretoras chegam.",Investimentos no Exterior
"Parabéns pelo excelente vídeo! Tenho uma dúvida em relação a conversão de moeda no IOF, ao converter dólares para a conta de investimento e investir em alguma ação, etf, reit etc, e depois de um tempo realizar a venda, esses dólares eu posso enviar para a conta banking e usar normalmente, correto?",Investimentos no Exterior
"O melhores investimento é ações  Esse negócio de Bonds e Etfs, é furada, demora demais pra ter lucro  Ações da dinheiro mais rápido",Investimentos no Exterior
"Eu tenho AVENUE e estou insatisfeito com as taxas de corretagem, quando entrei eu tinha direito a 3 ao mês e agora somente se ""pontuar""",Investimentos no Exterior
"Eu uso a Nomad e vou usar o chip agora em junho e se der eu volto aqui e digo como foi usar o chip Obrigada pa ajuda ..Pena que a sala vip é so em Guarulhos poderia ser no Rio de janeiro tambem ...Agora Leo! O que vc acha da Genial corretora que colocamos o valor em dunheiro e eles mesmos compram nossos fundo imobiliario aqui . Eu abri a conta e coloco um valor la e eles escolhem os fundos os melhores ,porem eu nao fico procupada em escolher apenas fico preocupada em ser ""lesada "" ,pois nao conheco essa mecânica de esse tipo de investimento .Se puder falar algo agradeceria!😮",Investimentos no Exterior
"É meu amigo, com o Taxad guloso por tributos, agora vai ficar menos rentável ainda investir lá fora por causa do IOF maior né ?",Investimentos no Exterior
qual a melhor corretora para investir em ETF?,Investimentos no Exterior
"Não tem IOF essa conversão de dólar para euro, pois o dinheiro já está na conta estrangeira (já foi convertido de real para dólar dentro do Brasil e enviado para os EUA).",Conta Internacional
Qual etf de renda fixa vc usa para fazer esta operação?,Investimentos no Exterior
"@wilsonjosevincijunior5584 tem um etf deles mesmo, ou SGOV/TFLO",Investimentos no Exterior
"Faço isso nas minhas viagens,invisto e quando vai chegando a viagem jogo pra conta",Investimentos no Exterior
"Fala Leo, eu escolhi a Nomad meio no susto, mas atende bem às minhas necessidades, o App deles é bem dinâmico e fácil de navegar e as compras e vendas de ações são feitas praticamente na hora.",Investimentos no Exterior
"Usei o chip na suiça agora em Maio 2025, fubcionou muito bem. Só ficar esperto que é 1GB por dia em velocidade rápida.",Conta Internacional
"esse iof 0.38% ja era ontem a noite ja estava alterado na nomad...o desgoverno soltou bomba na calada da noite absurdo . ao inves der cortar gastos publico, ferra ainda mais com o povo surreal",Investimentos no Exterior
"Muito melhor que a Avenue para o pequeno investidor, Avenue antes dava direito é 3 investimentos sem taxa, agora pra ter direito a uma única transação, você tem que deixar seus ativos disponíveis para aluguel, péssimo isso, ainda continuo investindo pela Avenue um investimento por mês, mais a Nomad passou a ser minha principal corretora para investimentos no exterior, pois não existem limites para investimentos grátis mensais. Agora com o governo sugador que temos, vai piorar muito, pois o IOF, para investimento, passou para 1,1% antes 0,38%, passaram a controlar o capital, rumo à situação do vizinho Argentina.",Investimentos no Exterior
"Precisa atualizar esse vídeo, as taxas de remessa",Investimentos no Exterior
"Olá, parabens pela apresentação do cartão, top..gostaria de investir us$1.000, dólares c sua orientação. Como faço?",Investimentos no Exterior
Da pra fazer a transferência de custodia do Inter para Nomad?,Investimentos no Exterior
"Léo, muito bom seus vídeos, se possível, faz um vídeo sobre o ETF schv, será que vale a pena investir nesse ETF pra começar.",Investimentos no Exterior
"Leo vc viu os impostos IOF....3,15",Investimentos no Exterior
"Vish Léo essas taxas de IOF estão desatualizadas, o TAXADI já aumentou a alíquota 😂😂😂😂 IOF Bank de 1,1% para 3,5% IOF Investimentos de 0,38% para 1,1%   FAZ O L 👉👌😂😂😂",Investimentos no Exterior
"Vish Léo essas taxa de IOF estão desatualizadas, o TAXADI já aumentou a alíquota 😂😂😂😂 IOF Bank de 1,1% para 3,5% IOF Investimentos de 0,38% para 1,1%   FAZ O L 👉👌😂😂😂",Investimentos no Exterior
"Muito estranho você publicar um vídeo desse apresentando a taxa para investimentos de 0,38% um dia depois que a NOMAD sem avisar ninguém alterou a taxa para 1,1%. Já tinha visto um vídeo seu antigo apresentando a NOMAD, amigo. Inclusive me ajudou a decidir optar pela plataforma. Mas agora, logo depois que eles aumentam a taxa vc pega e posta esse vídeo com informações diferentes do que consta no aplicativo?? Com a taxa anterior ainda? O que vc pode dizer sobre isso e sobre o aumento de taxa da NOMAD para investir em ETFs? Está todo mundo reclamando disso pela internet. FODA. Aumentaram em 3x a tributação.",Investimentos no Exterior
"Uso Nomad e é muito bom. Cartões, salas vips, pontuação, taxas. Tudo top.",Conta Internacional
"Léo, no dia da publicação do seu vídeo, alterou o IOF, agora já está em 3,5% conforme o app, nesta data.",Investimentos no Exterior
Mudaram a política dela fazia câmbio com 50 reais mudaram pra 50 dólares única vantagem é 1 dólar vc compra mas não gostei da mudança,Conta Internacional
Tenho NOMAD e Inter. O relatório do IR da Nomad é muito melhor que do banco Inter.  Porém já tive problema com a Nomad pra usar os pontos. 2 vezes fui fazer a conversão e não dava opção de usar os pontos.,Investimentos no Exterior
"tenho ações estrangeira ações brasileiras Fll, TENHO investimentos em dólares, tenho cdbs,etc ❤️ ah !! Um, pouch em criptomoeda",Investimentos no Exterior
Poderia me passar mais informações sobre o chip deles? O tempo de uso dele é limitado? Ele é gratuito? Paga alguma taxa? Precisa recarregar todos os meses? Depois da viagem vc cancela ou fica usando normalmente? Depois de usar esse 1G paga para recarregar?,Conta Internacional
"Pelo que verifiquei a Inter cobra US$75 para transferência de posição, para outra corretora. Na minha opinião fica inviável.",Investimentos no Exterior
A sala vip é só em Guarulhos?,Conta Internacional
@albavaleria1768  Parece que sim. Mas a sala é incrível. Muito melhor que as demais do aeroporto. A comida é excelente e as bebidas são todas top. O melhor de tudo: há poucas pessoas disputando o local.,Conta Internacional
Com dolar em especie é possivel ir em algum local e depositar esses dolares na conta digital de investimentos? Como funciona?,Investimentos no Exterior
E nomad está com muito problema  . Principalmente para investir . Na pra tica   não aparece isso que esse rapaz está falado . Eu tentei não consegui..,Investimentos no Exterior
"Tenho Nomad e Avenue. Usei débito da Nomad ate na Argentina,  foi muito fácil.   Qto ao investimento,  maior parte é Avenue, mas por causa da corretagem, estudo mudar.",Investimentos no Exterior
"Uso a nomad, uma coisa que eu n gosto é de n poder salvar os ativos que eu desejo em algum lugar. Como criar uma lista de ações ou fundas na rico. Outro detalhe do vídeo foi a mudança do IOF que aconteceu dia 23/05/2025",Investimentos no Exterior
"Achei que estava falando do IOF.  Hoje pela manhã a Nomad estava á 3,3% e agora caiu para 1,1%",Investimentos no Exterior
"tive um bug em relação ao saldo, e eles resolveram ate agora nenhum problema",Conta Internacional
E agora para investir no exterior com esse IOF quase com valor de juro anual  ????  Faz um vídeo urgente,Investimentos no Exterior
"Vídeo ficou velho em minutos , considerando o IOF",Investimentos no Exterior
"Moro nos estados unidos, qual seria a melhor corretora para mim, para fazer o depósito em dólares",Conta Internacional
"Bom dia Leo, porque que 2 x ao ano a Avenue Devolve parte dos Impostos recolhidos anteriormente e a NOMAD não devolve nada?",Investimentos no Exterior
Eles mudaram isso recentemente do câmbio mínimo para transferir dinheiro para investir ser 300 reais. Antes eu fazia essa conversão com 50 reais. Isso piorou muito para eu investir pela Nomad já que preciso juntar mais dinheiro agora.,Conta Internacional
"alguem sabe se consigo acessar a lounge Nomad com meus pais? Até o momento seria apenas dois adultos e não três, certo?",Conta Internacional
"Gente ,me ajuda! To aptendendo a investir. Entrei na nomad apliquei em etfs e reits pra ir conhecendo. Mas, fiquei embananado. Ele disse no video q nao tem como passar o dinheiro dos investimentos para conta Bank,  como faco pra qnd vender algum investimento retirar esse dinheiro?",Investimentos no Exterior
"Tem que abrir a conta de investimento, não é automático",Investimentos no Exterior
"Estou na mesma situação,  sabe dizer como fazer a transferência de custódia?",Investimentos no Exterior
"O dinheiro de algum papel que você vendeu você pode transferir normal, só não pode transferir o valor que você carregou na conta de investimento.  A Nomad tem as duas contas, na conta bank que é a utilizada no cartão, quando você faz o cambio e carrega dinheiro nela paga um valor mais alto de IOF, mas se você faz o cambio e carrega saldo direto na conta de investimento vai pagar um valor menor de IOF. Se fosse possível transferir, a pessoa faria o cambio na conta de investimento sem intenção de investir, apenas para transferir e burlar a cobrança de IOF, por isso não é possível fazer essa operação.",Investimentos no Exterior
"​ @zeitnotbr  isso eu sei, a minha dúvida e mais medíocre hahahaaha qnd eu vender meus etfs da voo por exemplo ,como eu faço pra sacar esse dinheiro ?",Investimentos no Exterior
"@alessandroorthus2172  é só transferir normalmente, você só não consegue transferir o saldo que você carregou, o saldo oriundo das transações vc pode transferir normalmente",Investimentos no Exterior
"Saudades de ontem quando era 0,38%, hoje ja ta em 1,1% governo taxando com amor",Investimentos no Exterior
"Eu usei o chip na Holanda e na Bélgica, agora, no mês de maio, e funcionou perfeitamente. 👍🏼👍🏼👍🏼",Conta Internacional
"Não, ontem após o anuncio automaticamente eles aumentaram o IOF tanto para investimentos, tanto para cambio a 3,5%, pela inteR global até 23;59 todos pagavam 1,1% ou seja a Nomad tratou os cliente como NADA...sem nenhum respeito...to fora",Investimentos no Exterior
Quando que eles mudaram de R$50 para R$300?,Conta Internacional
"Oi Léo. Eu uso Nomad e gosto bastante. Acho que na hora de verificar os valores das carteiras o “refresh” é quase tão rápido como uma mesa de operações, isso comparado ao Inter, que é muito lento. Isso faz toda diferença para mim na hora da compra e venda. Parabéns pelos vídeos, espero em breve estar no Dolarame Black",Investimentos no Exterior
"Utilizei o chip da Nomad no início deste do ano onde estive em Portugal, Espanha, Holanda, Bélgica, Alemanha  e Suíça. Foi perfeito sem nenhum problema o melhor é que foi gratuito por com 20 Giga e depois eu renovei no próprio app sem complicação.",Conta Internacional
