text,product
excelente!,App
Ó melhor em minha opinião .,App
funcionou. juntando um dinheiro pra viajar. agora ficou fácil.,App
Nota 10,App
muito bom,App
top,App
Excelente App...,App
Super indico....,App
"venho aqui novamente expressar insatisfação , agora que chegamos no periodo de declarar o imposto de renda percebi que a nomad nao fornece o relalorio auxiliar do gcap como em 2023 era muito facil declarar sem.margem de erros no irpf 2025 agora os relatorios sao imprecisos e sem a cotação do dia da compra nem no relaorio mensal ou diario vem a informação so não troquei ainda para a avenue por causa das taxas novamente separem a valorização do papel dos dividendos bola fora outra vez.",App
Tô gostando mais eu tô dando 4 estrelas porque pra converter pro dólar é apartir de trezentos reais era apartir de cinquenta achava ótimo era mais rápido investir pra quem tem pouco dinheiro!,App
Ainda não sei,App
"bom demais, ótima empresa",App
ainda estou aprendendo,App
"O aplicativo é excelente, porém depois das últimas atualizações ele ficou muito chato de navegar. Todas as vezes que você aperta o botão de voltar no Android ele fecha o aplicativo. Muito chato!",App
estou gostando.,App
"Experiência incrível, rápido e simples.",App
muito fácil usar,App
"app ruim,fiz uma transferência para me outro banco a três dias e ainda na caiu e nem estornaram o valor, perdi meu dinheiro.",App
Muito boom✨️,App
confiável.,App
"Excelente app, obrigado toda equipe envolvidas nesse app.",App
Muito bom,App
Simples e intuitivo. Taxas baixas para comprar dólar,App
Eu realmente amo ❤️ muito a Nomad 💛 seja pela transparência das transações seja pelo acesso fácil ao aplicativo pelo Lounge enfim eu super recomendo,App
"eu acho ótimo a nomad, mas eu queria que o time da nomad me notem, pois, eu gostaria e seria bom ter para menor de idade, por favor insira a opção para menor de idade por favorr",App
"Banco ruim, faz 1 semana que é impossível converter dinheiro. Eu queria melhorar o nível e conseguir novo cartão, desisti, estou buscando algo melhor, eu já enviei video da instabilidade, mentiram pra mim, falando que iam fazer conversão manual. Não vou perder meu tempo. Não recomendo esse banco. Foi 1 semana repetindo exatamente a mesma coisa.",App
"Não mostram todas as taxas que eles cobram, portanto os clientes podem ter algumas surpresas Indico que tenham muito cuidado ao colocar o dinheiro nessa corretora, ou que procurem outra que respeite o cliente",App
Horrível. Não aceita o cadastro e não explica pq,App
espero que eu consiga fazer o aplicativo do banco,App
OTIMA EXPERIÊNCIA UMA DICA VOCES PODERIAM TER O SISTEMA PIX PARA PODER FAZER PAGAMENTOS AQUI NO BRASIL E PODER USAR A NOMAD COMO UNICA CONTA,App
muito bom excelente !,App
top,App
Melhor cartão para viagens internacionais,App
conversão automática não está funcionando. já deixei marcado várias vezes para resgatar o valor caso o dólar caia. não resgata.,App
"MARAVILHOSO!!!! Taxa ótima e converte na hora, apesar de dizer que leva até 2 horas. Recomendo super!",App
ótimo aplicativo de investimento,App
muito bom o app,App
esse Nômade é perfeito amo,App
excelente.,App
"Muito prático e ágil, recomendo;!",App
"Até agora tá de boa mas tem um bug: Quando vou pesquisar todos os bonds disponíveis, o sistema Android fica lento e de repente fecha o app. Não consigo visualizar e escolher...",App
gostei...,App
curti 💝,App
muito bom super índico.,App
gostei muito para compras internacionais,App
espetacular!,App
Excelente app!!!,App
horrivel,App
estou tendo uma boa experiência com nomad,App
amooooo esse banco,App
"Após a última atualização, feita em 29/04/2025, não consigo mais transformar o valor da conta para US$, pois a tela fica piscando. Não adianta limpar cash ou reiniciar o aparelho de celular. Por gentileza, preciso de ajuste na função. Acesso resolvido com instalação em outro aparelho de celular. Obrigada.",App
excelente.,App
muito bom !,App
Extrema facilidade para operar. Excelente.,App
"Muito prático , confiável, rápido.",App
"Muito interativo, direto e simples.",App
bom,App
Recomendo.,App
"Tinha avaliado a Nomad em 5 estrelas, porém após a última atualização me vi obrigado em avaliar com apenas uma estrela. Motivo, agora as conversões para investimento são de no mínimo 300 reais o que antes era de 50 reais tornando difícil prosseguir com meus investimentos. Se investimentos são para todos porque houve esse aumento no valor minimo? Outra coisa, agora toda vez que tento voltar através do botão do sistema Android o aplicativo fecha, isso deixa a navegação ruim.",App
Sensacional!,App
aplicativo facil e intuitivo. estou investindo em dólares e ganhando rendimentos. tenho 65 anos obrigado!,App
muito bom excelente app,App
"App é bom, mas, mesmo após cadastrar a biometria, pede novamente o cadastro no acesso ao app.",App
Muito bom!,App
maravilhoso app com ele irei realizar as viagens dos sonhos 😍,App
"Muito fácil de operar Sou nova por aqui, e estou gostando muito da experiência.",App
autônomo,App
Não estou conseguindo fazer conversão do dinheiro. a página fica piscando.,App
ótimo,App
Suporte zero,App
É um aplicativo de conta e investimento muito bom!! Eu recomendo,App
muito bom pra quem quê fugir do capitalismo brasileiro e começar uma nova jornada,App
adorei bem fácil de usar é confiavel,App
muito bom 😊,App
ótimo,App
Bom gostei,App
Top demais!!!,App
não consigo entrar no site pois eles não manda o código pra eu redefinir senha,App
excelente,App
"quero registrar aqui minha insatisfação com esse valor estipulado de no mínimo 300 reais para poder fazer a conversão de reais em dólar. Por gentileza revejam esse valor porque está incompatível para muito de nós usuários da plataforma,desde já agradeço a compreensão!!!",App
muito bom e facio,App
"me enviaram email, dizendo que estou com saldo negativo..que loucura é essa ? se tenho somente investimento no app...e não obtive atendimento online, falaram que entram em contato 1 dia depois, se soubesse que era tão ruim iria para outra plataforma",App
Limpo e funcional,App
bom,App
"pede um código de celular, eu coloco e não sai dessa tela, depois pede pra colocar senha e esse código de novo, queria usar o app mas no android não funcionou",App
"não consegui entrar na conta, fiz todo passo a passo mas não finaliza.minha meta e guardar, mas não consigo entrar.",App
Aplicativo muito fácil de utilizar,App
excelente..,App
A nomad não tem mais a opção TED para transferir reais para a conversão? Somente por pix ?,App
muito bom mesmo,App
"Desde a última atualização, não consigo usar mais o app. Era excelente, mas agora quando tento converter dinheiro a tela de cotação fica piscando os valores sem parar, não consigo finalizar",App
Sensacional demais,App
"Depois que colocaram o limite mínimo de 300 reais pra converter em dólar, não vale mais a pena.",App
"aplicativo BUGADO. o dia inteiro tentando e não finalizava conversão. atendimento PESSIMO por chat se conseguir, telefone atende mas ninguém fala, última vez 15 minutos... por email demora mais de 8 horas e o pior...tem q tirar 3 fotos pro atendente do email confirmar q você é você. decepção total só na conversão. quero ver no uso",App
excelente,App
"EXCELENTE, MUITO BOM...",App
top,App
Muito bom 😃,App
"até agora estou gostando ,esta dez",App
"Muito ruim, toda vez que faz transferência tem que entrar em contato, para o dinheiro cair. tem Ion do Itaú, Btg também são mais confiáveis. Para quem é marinheiro de primeira viagem.",App
"Infelizmente, a Nomad cresceu o olho. Antes, dava para converter R$ 100 para investir; agora, apenas acima de R$ 300. Resolvam isso ou perderão muitos clientes brasileiros, pois muitos não conseguem investir R$ 300 de uma vez.",App
muito bom sensacional,App
"meu cartão foi clonado, e a nomad não devolveu meu dinheiro. procure outros bancos.",App
"estou dando 03 Porã fiz transferência agora da nomad pra meu banco, e não gostei do valor da taxa muito alta",App
"fiz uma transferência de R$300,00 e fiz a conversão, porém foi cancelado a conversão não sei pq e só estou com R$100,00 na conta e onde foi parar os 200,00 que não aparece na conversão",App
muito bom maravilhoso,App
transferi meu saldo em dólar para real e transferi para meu banco no dia 26 o banco afirma pagar em dois dias e até agora não pagou,App
"muito bom..!Eu indo á quem deseja se evoluir profissionalmente de vida,para iniciantes..! satisfação Bahia shore-sp.",App
Galera aqui o negócio é sério parabéns p NOMAD conta global agora sou NOMAD do 🇧🇷para o mundo,App
legal,App
ruim demais,App
Confuso a transferência de real pra dólar aplicando em ETF não temos como especificar a ETF,App
"super prático e fácil de manusear este aplicativo, super recomendo, além de se r o.mais recomendo",App
"taxas muito altas, meu deus do céu triste ☹️",App
Excelente app,App
"comprar dólar sem burocracia sem contrato é vida e além disso da pra investir na bolsa americana tudo sem burocracia da pra comprar dólar com o cartão de crédito, isso dá pra ser até funcionar como um empréstimo em dólar ou até pra fazer uma viagem quiser complementar mais dólar dá boa, simplesmente amei esse app",App
😄,App
"Me parece bom, vou testar no exterior!",App
pessimo,App
ótimo,App
Fácil e rápido!!,App
"Na última atualização de 22/04/2025, foi alterado (acredito que por engano) a forma como o aplicativo responde ao botão ""voltar"" do sistema operacional Android. Ao invés de voltar a tela anterior como fazia antes, quando você pressiona ""voltar"" o aplicativo fecha, o que torna a navegação muito desconfortável! Por favor, corrijam isso!",App
muito facil a transferência.,App
muito bom,App
Fácil manuseio,App
bom,App
"instalei em fev, investi prox. 400us pra testar, to Desanimando p/ investir mais. Na opção dctos extratos mensais não me dá opçao de outro mês. Estamos em abril, so dispoe fevereiro. Preciso saber se houve algum dividendo em março pra lançar no fechamento de março da planilha da soma c/ outras corretoras",App
muito bom e prático estou gostando,App
moro numa rodovia e não tem CEP e pede muito por CEP mais não consigo finalizar conta por conta disso mais execeto isso tem muitas Opções e vantagêns boa sobre cartão virtual e cartão mamual muito bom recomendo só precisa de chat que ajude com qualquer perguntas que temos e respostas por fim duvidas.,App
muito boom,App
"Experiência excelente, e um atendimento excepcional",App
podia ser menos de 50 dólares p começar negociar,App
propaga de mais e até alguns virus,App
aplicativo muito bom e fácil de usar.,App
"péssima!!!! tenho a conta faz tempo, até eu decidir converter dólares em reais e retirar 50 dólares da conta... Simplesmente não consegui mais entrar na conta, dá senha e CPF inválidos e pede código, mas TB da código inválido. sempre usei biometria e nem aparece mais. quero saber como vou retirar um valor que estou precisando para pagamento de conta????!!!",App
muito boa,App
Excelente,App
👍 bom,App
muito bom !!!,App
Sistema Bancário e APP ótimo. super indico,App
"o APP não está funcionando corretamente, não está convertendo o real para dólar",App
O app está com um bug na hora de adicionar dinheiro: ele fica abrindo uma lista de varias repetições de Cashback até 20% e não deixa clicar em Concluir Operação,App
Ótimo.,App
satisfatória,App
Vale muito a pena,App
Não estou conseguindo entrar na minha conta.,App
por enquanto não tenho problemas.,App
Prático de usar,App
show pra envestir,App
Sou usuário do cartão Nomad há mais de um ano e a experiência tem sido excelente. Uso para compras online e agora me preparo para minha primeira viagem ao exterior com ele. Recomendo para quem quer praticidade e economia em dólar.,App
Very good.,App
muito bom. estou gostando.,App
muito bom,App
ótimo,App
intuitivo!!,App
depois que aumentaram o valor de 50 pra 300 ficou horrível,App
Excelente e prático.,App
"Muito bom o Nomad, e transações de aplicações muito bom.",App
"Top demais, segurança e credibilidade",App
"esta sendo maravilhosa , muito feliz",App
praticidade,App
ótima experiência,App
excelente cartão,App
👍 bom,App
gosto que eles patrocinam canais de YouTube que são relevantes para os usuários,App
está sendo excelente,App
Ok. 👍,App
ótimo.,App
"Estou um pouco desapontado pois o app não é mais compatível com o meu aparelho que é um pouco antigo mas não tão antigo assim, gostaria de poder usar a última versão compatível já que não posso comprar um celular novo só pra isso!",App
Gostei muito...,App
Usava o app normalmente e do nada não consegui fazer mais o login... desinstalei e instalei em outro dispositivo e deu certo... voltei para o meu celular e agora o app nem abre mais...,App
rápido e eficiente,App
ótimo app,App
formidável,App
péssimo atendimento. não resolve nada,App
Bom,App
"Excelente aplicativo. Rápido, seguro, confiável. Muito melhor que levar dinheiro nas viagens ao exterior.",App
o banco foi muito recomendado mas fiquei no vácuo.... e não fornecem informações necessárias já entrei em contato com o suporte e continuei na mesma situação.,App
"muito bom, quando as taxas soa favoráveis invisto.",App
"Não troque de celular, caso contrário, você vai penar pra acessar novamente. Reconhecimento da câmera todo bugado.",App
O app é muito bom. Porém precisa ter uma opção de uso pelo PC também.,App
excelente,App
excelente!,App
maravilho$o kkkkk,App
top,App
"Banco excelente, muitos benefícios.",App
ótima,App
uso prático e rápido.,App
ótimo 👋,App
não tive uma primeira experiência boa na hora de comprar meus dólares o app com bug não aparecia o botão e quando aparecia logo sumia tive que passar 15 minutos passando a tela para baixo até que o botão ficou e consegui comprar meu dólares,App
"ainda não usei, mas só vejo avaliações positivas, assim que tiver usado voltarei pra avaliar. voltando depois de fazer minha primeira viagem para outro país e a nomad superou minhas expectativas, super indico para quem quer viajar ou até mesmo fazer uma economia guardando em dólares.",App
app fácil de usar.,App
estou me adaptando...,App
É complicada a operação de converter real em dólar,App
"funciona muito bem ,me ajudou muito durante as visgens intercionacionais",App
Muito obrigado pelo trabalho de vocês.,App
ok,App
excelente plataforma de investimentos,App
ter que esperar 3 dias pra receber uma transferência entre duas contas dentro do próprio app é ridículo,App
ótima,App
Excelente.,App
muito fácil!,App
fantastic,App
fácil e prático.,App
Excelente,App
"Atualizando a nota porque foi resolvida uma queixa antiga, Nomad é ótimo para compra internacional",App
Não gostei da Nomad,App
boa noite muito bom o aplicativo só falta liberar o cartão físico de graça,App
Eu gosto muito de investir com vocês. MAS POR FAVOR VOLTEM AO DEPÓSITO MÍNIMO DE 50R$,App
"Gosto do banco , pela liberdade de estar em qualquer lugar do planeta e ser atendido .Tempos de globalização, requer banco atualizado!",App
"só me interessa o uso do cartão e aqui no brasil , me cobram um monte de taxa para fazer o cartão aí, tu baixa o app pede para abrir uma conta!!!!! bem confuso nenhum email com link de confirmação e baixar o app sem nenhum número ou código para validar no app. e me comeram 133.80 .",App
Bom,App
Muito Fácil de Usar!! Ótimo app !!,App
"Simples, prático e confiável",App
ainda tô testando,App
um Banco ótimo parabéns Nomad,App
Seria melhor se não cobrasse tão alto pará adquirir o cartão aqui no Brasil,App
muito bom,App
dia 1 começando agora logo faço outro posts dizendo minha experiência,App
estou gostando muito.,App
"sem burocracia, e muito tranquilo p/ mexer .. show ..",App
experiência ótima.,App
"Prática, útil ! Obrigada !",App
"excelente, rápido e prático para usar.",App
"não estou gostando porque esse mês não consegui converter os 100 reais que mandei pra lá, só está permitindo converter a partir de 300 reais, e nem todo mundo tem 300 reais, ainda mais quem está começando 😡",App
"A conversão está bugada, mas dá para usar a conversão automática então da para conviver com esse bug.",App
eficiente.,App
minha mãe e meu marido fez e não consegue fazer compras diz q foi aprovado mais não conseguem comprar nd,App
"Bom aplicativo, muito intuitivo e simples de usar.",App
Faz tudo que promete. É aceito em vários países.,App
"criei a conta, depositei um valor e agora o app n abre",App
o App é muito bom . eu que não sei usar às vezes.,App
Experiência Incrível e prática com o uso do app.,App
Não fiz minha viagem ainda e já achei estranho o app ser de 2024. 🤔 É confiável?,App
"até agora está bom,",App
excelente,App
se não é possível se cadastrar com um número que não seja americano ou brasileiro... não devia estar disponível para download nos outros países,App
WooW top 🔝 parabéns!,App
simplesmente não gostei,App
muito bom 😊 aceitável em todos os lugares.,App
"praticamente, eficiência",App
ótimo,App
melhor banco e app,App
ótimo,App
I'm really enjoying it,App
Até então vem sendo a melhor opção pra mim. Estou começando a investir no exterior e venho adorando 9 serviço. Ainda não usei com o intuito de viajar.,App
muito prático.,App
"Vim pelo André , canal nômade raiz ! , banco top !",App
Muito bom!!!,App
interessante,App
"O app funciona bem, mas com relação ao extrato do cartão de crédito nomad Explorer, mostra apenas o valor já convertido em reais das compras feiras em outras moedas, deveria mostrar o valor na moeda original e o valor em real convertido, para que se possa verificar o valor da compra que foi lançado pelo estabelecimento.",App
"Ainda estou conhecendo o aplicativo. Até agora , nada do que se queixar. Uma única sugestão, é que poderia haver mais opções de moedas como o Euro ,por exemplo. Vamos ver mais pra frente...",App
"> Um dos mecanismos de segurança mais irritantes é a exigência do envio de documentos, o que muitas vezes se revela uma completa perda de tempo. Trata-se de um protocolo de segurança totalmente desnecessário. Em vez de investir tanto tempo e recursos em medidas excessivas de segurança, seria muito mais produtivo direcionar esses esforços para melhorar a usabilidade para o usuário.",App
"acho essa taxa inical de 2% abusiva, quase o dobro da concorrência. nesse ramo do investimento destaca-se aquele com as menores taxas.",App
"interessante, porém um pouco difícil de se usar no começo, logo pego o jeito",App
gostei muito desse aplicativo muito simplicidade.,App
BOM,App
"excelente app, fácil de usar e muito prático",App
muito bom o aplicativo nota dez,App
auto bom recomendo,App
ótimo,App
"Eu coloquei um valor na corretora quando foi no dia seguinte o meu saldo tinha sumido, tá constando que meu saldo tá zero",App
estou gostando ....,App
Ah! Segurança faz parte da nossa qualidade de vida.,App
sim muito bom só achei estranho no pedido do primeiro cartão físico ser cobrado deveria ser analisado a isenção,App
"Não consigo acessar o aplicativo, está dando erro.",App
gosto muito é simplificado,App
deu um bug na confirmação da conversão com o telefone na vertical.,App
Maior Furada. Tem taxas muito alta para converter do Dolar para Real. Nao tem PIX. Pedir o Cartao Fisico custa $ 20 dolares (mais de R$ 100 reais),App
ótimo,App
Muito bom,App
legal,App
otimo facil de usar,App
"Boa, ainda não usai os serviços.",App
"muito bom, mas deveria haver uma remuneração quando o depósito estiver em reais.",App
muito bom,App
excelente APP. fácil e rápido a conversão de dólares...,App
app top gosto muito,App
exelente,App
apesar de ser iniciante tô amando top de mais,App
"comprei Nomad chip, 36$ e não está funcionando. Ao acessar o app Nomad entrar no Nomad chip aparece msg q existe uma atualização. ao tentar atualizar, nada adianta, já estou atualizado",App
"muito bom,recomdavel",App
perfeito pra quem vai viajar ou quer investir,App
o app e muito bom,App
muito fácil de mexer,App
boa forma de gerar reserva de emergência,App
tô tentando descobrir porque a opção Dados Bancários sumiu do meu perfil. Como vou fazer pra receber sem ele? ajuda ai né?,App
excelente,App
otimo,App
Super eficiente!,App
"facilita o uso em outros países, sem necessidade de levar em espécie.",App
Fácil de usar e muito eficiente e seguro nas transações.,App
bom,App
confuso demais,App
"muito bom,",App
"Excelente, fácil de usar e intuitivo.",App
Maravilhoso,App
demora s conversão,App
o tempo de devolução deveria ser instantâneo,App
"até hoje a experiência estava boa, porém ao tentar converter 100 reais em dólares para aplicações, fui surpreendido que o mínimo para está operação é de 300 reais. até dias atrás não havia esse limite mínimo. Mudança sem aviso. descaso com o pequeno investidor, porém constante mas aplicações.",App
Excelente. usando na europa sem qualquer problema. Fácil manuseio e seguro.,App
"Excelente aplicativo, simples e prático, recomendo.",App
muito bom pra investir em dólares,App
muito prático,App
"Já foi boa!..mas agora com esta norma de o mínimo para fazer aplicações só aceitar de $=300.00reais pra cima,ficou péssimo pois para nós pequenos investidores nem sempre teremos os $=300.00 reais,(pois temos outros compromissos e obrigações para fazer-mos) era ótimo quando podia envestir todos os meses com um valor menor em ETFs,Reits,na bolsa...é uma pena mas vou até sair. De grão em grão a galinha 🐔 enche o papo,mas pelo visto agora a NOMAD NÃO QUER MAIS PEQUENOS INVESTIDORES...é uma pena!!!",App
"super recomendo, muito simples de investir!",App
gostei muito consigo guarda meu dinheiro real em dólar 💵,App
Adoro trabalhar com dolar . Aguardando meu Visa infinit,App
"muito fácil, e prático!",App
Muito prático e eficiente.,App
muito bom e fácil de usar e o principal com transparência,App
Paga muito mal pelo valor do dólar e devolve abaixo de preço de mercado. Além que para transferência entre bancos demorar mais de (01) dia.,App
ótimo,App
um pouco difícil de entender,App
bom,App
Funções do App Nomad muitos rápidas e sem nenhum travamento em qualquer função. Recebimentos via exterior com grande agilidade ou burocracias. Irei utilizar e farei do cartão Nomad o meu principal. Parabéns a equipe Nomad.,App
muito bomm,App
até aqui otimo,App
"um ótimo app, muito bom mesmo recomendo",App
amei a facilidade para utilizar e de fácil entendimento,App
sensacional demais 👏🏽,App
praticidade,App
O app da Nomad é muito bom,App
amazing.,App
estou gostando,App
App excelente,App
"rápido e eficiente, parabéns a empresa Nomad",App
muito Bom App,App
a princípio muito bom muito cedo ainda pra mais avaliação,App
perfeito,App
Tem sido inovador e satisfatório recomendo.,App
Fácil de usar.,App
talvez,App
não consigo abrir conta...fala que no momento não está cadastrando,App
O meu dispositivo não er compativo com essa nova atualisação! E agora como faço pra uzar o app Nomad?,App
não quero fala que e de crédito e depois vem com conta corrente,App
muito bom APP,App
a nomad é boa más eles precisam melhorar e muito com essas transferências que demora 3 dias se é loko hoje em dia com tanta tecnologia e eles ainda no tempo da pedra deveriam usar XRP a muito tempo,App
deveria ter opção para Europa tb Portugal não consegue abrir conta feria ter,App
"experiência maravilhosa, fantástica. obrigado",App
n consigo acessar meu dinheiro,App
"Valew, Nomed! Agora posso comprar meu skates na gringa!",App
simplesmente extraordinário,App
Excelente tudo de bom funcional pratico didático nota1.000,App
muito bom até o momento,App
Péssimo suporte. Buga as conversões.,App
fácil e com boa cotação,App
top,App
ótima experiência,App
O aplicativo tem falhas. Recebi meu cartão mas não estou conseguindo ativá-lo ao tirar a foto. Não estou conseguindo tirar a foto. Tentei inúmeras vezes.,App
ótimo app,App
bom!,App
top...show,App
não consigo ativar o cartão. a assistência não responde as perguntas,App
"Boa tarde! Esse App Nomad é perfeito para quem busca seriedade e um serviço de qualidade, onde na soma, o cliente ganha muito mais!",App
"Muito bom o app, intuitivo, fácil de operar. Recomendo.",App
não ressebi cartão né hum,App
para transferir o valor da conta corrente para investimento o valor mínimo atualizou para $50 muito surreal fora que o depósito também está alto desmotiva a continuar utilizando o aplicativo,App
"Estou gostando muito, apesar que agora que estou aprendendo, mais até agora, está indo bem.",App
Estou gostando da experiência. Muito bom 👍,App
"e eu aq esperando confirmação nu email,pediran pra pagar as taxas já paguei e nada.",App
muito objetivo,App
Gostando muito do APP,App
Prático para o dia a dia!,App
"Aplicativo didático, fácil de usar!",App
"Prático, conveniente. Usei muito em Nova York.",App
ótimo,App
"Opinião sincera sobre esse AP?!! É uma iniciativa boa! mas é igual o governo brasileiro. Te promete liberdade, o que na verdade, é e não é. Se pensa em investir, é ótimo, você encontra ações estrangeiras com facilidade, e você pode por conta própria estudar os ativos que podem lhe render um dinheiro bom se converter em real. Lado negativo... você fica aprisionado ao banco. Não consegue usar seus dólares por aproximação aqui no Brasil. E não tem outro método de pagamento. meu celular não tem NFC.",App
Não consigo mais entrar com a digital....pede direto a senha que nao acho tão seguro! Também pede atualização mas quando entra pede outros dispositivos que não habilitei nem tenho!,App
pra mim é a melhor corretora internacional,App
"Boa , conhecendo melhor , parabéns a todos.",App
"uma experiência muito boa, aplicativo fácil de usar.",App
Senti falta da opção de pix... E poderia ser mais rápido as transferências pra bancos brasileiros.,App
"muito confuso , tranferi 100 reais e simplesmente desapareceu quando fui fazer a conversão",App
muito complexo,App
bom,App
baixei e gostei muito,App
Bom demais!!,App
fácil e prático,App
ainda não usei muito,App
Ótimo,App
eu estou gostando muito é uma conta muito prática onde você deixa seu dólar guardado pode fazer transferência para outro país receber transferência de outro país pode fazer transferência para sua conta brasileira e muito mais,App
não pressta esse aplicativo não recomendo a mimgem a instalar,App
A nomad está tendo bug de enviar código de sms para o dispositivo. A nomad não enviar o código para mim de segurança mas o aplicativo realmente é bom pretendo pegar todo o meu salário é tranforma em dolar,App
excelente a Nomad é best,App
foi uma indicação de Adeline Camargos oficial eu fiquei muito interessada em obter esse cartão de crédito de crédito da noite quem sabe um dia eu e os Estados Unidos para conhecer esse lugar lindo e maravilhoso 0 estou interessada neste cartão 💳,App
ótimo,App
"Estou amando o app é seguro para converter, investir ou guardar .",App
acho que poderiam colocar mais informações sobre os ativos e criar uma versão web. Sempre preciso abrir um outro app para verificar as informações.,App
Excelente,App
muito bom,App
muito bom,App
ótima,App
experiência muito ruim,App
super fácil,App
perfeito muito bom,App
CONTA NOMAD NOTA 10,App
"Ótima, bem rápido!!",App
"Muito bom o aplicativo, fácil de usar e muito eficiente. Existe live de ensino sobre investimentos, avisos por email, canal próprio no YouTube, recomendo fortemente!",App
os caras te cobram 10 dólares por transferência!!! Quando a instituição é americana 🤡🤡🤡,App
Estão há mais de uma semana analisando minha documentação. Viajarei em breve e pelo jeito não poderei contar com a Nomad. Até agora a única conta global que tem me atendido corretamente é a Wise.,App
"Muito prático e fácil de usar. recomendo transferir dinheiro direto para a conta investimento para pagar menos IOF. Se for utilizar o dinheiro em curto prazo, aplique em ETF (SGOV).",App
"Estou gostando, porém, o motivo desta avaliação, seria que já indiquei bastante pessoas mas o link a qual enviamos não tem um código de indicação.",App
extremamente burocrático para mudar o email e número meu antigo celular foi roubado então resolvi botar um número novo no processo eu mudei o email em um dia e no outro tentei mudar o telefone pq precisa deles para ter acesso no primeiro dia eu mandei foto do meu documento e deu certo no segundo quando tentei mudar o telefone não deu certo pq meu RG está vencido só que é o mesmo do dia anterior kkkk eu desisti é muita burocracia perderam um usuário.,App
top de mais,App
quando o dólar baixar eu volto!,App
Excelente plataforma!,App
"Gostando muito da Nomad. Dolar com preço competitivo, corretagem zero, notas de corretagem e extratos bem completos . Para ficar perfeito só falta disponibilizar que o saldo da conta investimento sirva tanto para compra de Stocks quanto para bonds. Ter que colocar saldos diferentes para investir ou em stocks ou em Bonds limita a oportunidade. Caso o mesmo saldo pudesse ser usado para comprar bonds ou stocks facilitaria muito. Em outra corretora que uso é assim. Facilitaria muito. Grato.",App
ok,App
muito bom! facilitou muito os pagamentos em dólares,App
"Excelente o aplicativo muito fácil de fazer as transações, além da praticidade , é confiável e acessível",App
muito bom podia ser uma poupança em dólar ia ser maravilhoso recomendo mil vezes,App
"Bom, mas podia ter mais investimentos para quem tem menos dinheiro",App
"ótimo aplicativo, rápido, seguro, atendeu todas as expectativas",App
a melhor,App
Descomplicado App Lindo Lindo Lindo,App
muito .eu e minha esposa desfrutamos ate da sala vip,App
"Era pra uma viagem no exterior. Funciou em todo lugar, sem problemas. Só em uma App de transporte que precisei usar o PayPal.",App
estou procurando um banco para usar fora do Brasil recomendo nomad,App
ótimo!!,App
excelente,App
"entregaram meu carao falsificando a assinatura no recebimento e a nomad simplesmente não achou isso importante, finalizando o atendimento antes mesmo de ir atrás",App
"Recomendo, muito fácil e intuitivo.",App
não sei se existe melhor,App
muito bom tô sim eficiente sim muito bom .,App
"muita bom, serve muito bem para quem não viaja o mundo também. a gente sabe que a nossa moeda é o real e está só se desvalorizando a cada ano, e com a NOMAD você pode converter para dólar que é uma moeda bem estável, e assim não sofrer tanto com a inflação do real",App
sensacional,App
"insatisfação de instalar o app e abrir a conta. Primeiramente o app trava e tão tem a opção de voltar e preencher novamente os dados como por exemplo na opção que aparece. ""você tem residência no exterior"" . o app não deixa claro quais funções são pagas e gratuito nem as taxas. Terceiro, o app não não intuitivo quando ao envio do cartão de crédito, taxas e anuidades. E também não tem a opção de fazer open finance entre outras instituições e o atendimento é sempre robotizado",App
Excelente!,App
muito prático,App
muito bom,App
app top,App
legal,App
muito prático,App
excelente,App
facil depositar e converter,App
muito fácil e rápido!!!,App
"fácil e prático, e criei quando já estava em outro país.",App
conhecendo e gostando bastante indico 👍,App
fácil de utilizar.,App
boa,App
"Grande Talento, do Banco Nômade ! Deus Abençõe !",App
ótimo app.,App
Muito legal fiz minha primeira operação de Dólar Hoje!,App
top mais poderia ser taxa zero igual alguns brancos isso será um diferencial muito forte eu não gosto de paga taxa não porisso dei só 3 estrelas mais se melhor nessa gestão volto dou as 5,App
o problema é que no meu celular não está tendo o endereço de Brasil,App
very good,App
muito bom e prático,App
Very good! i like this bank.,App
Great,App
muito bom 👍,App
"Tive problemas nos pagamentos de hotéis, diz ser 15 duas para processamento l, e no hotel fica como nao pago, surreal. Aí vc não sabe o que fazer. A Wise é muito superior na questão do cartão. Recomendo a Wise.",App
ainda estou aprendendo,App
"O aplicativo é de fácil manuseio, bem simples de executar as transações. Infelizmente a minha primeira experiência não foi boa. Ao utilizar uma das funcionalidades do aplicativo, a conversão automática de valores, para quando o dólar estivesse em determinado patamar, falhou e tomei um prejuízo de quase 70 dólares, pois o dólar disparou no dia seguinte e não tinha mas prazo pra esperar baixar.",App
"É Aconselhável e Interessante aos, que Estão Prezente no NBC ou BKN .....",App
Excelente ter o Nomad me acompanhando em minhas viagens !!!,App
não entrar no aplicativo,App
excelente.,App
Great,App
"cuidado, o novo contrato de conta depósito te faz abrir mão de muita coisa (arbitration)",App
"Rápido, prático e objetivo. Excelente. Todos envolvidos na operação do banco Nomad estão de parabéns. Parabéns a toda a equipe 👏🏻👏🏻👏🏻",App
"A Nomad é a melhor de todas, pois conta com opções de investimento na bolsa americana sem burocracia e o app é super amigável. Excelente!!",App
"Precisa criar uma opção para ativar um ""modo escuro"" como muitos aplicativos já fazem. É muito claro quando a luminosidade é baixa.",App
